temp,humidity,rainfall,state
34.9,92,0.0,andhra_pradesh
35.0,95,0.0,andhra_pradesh
35.8,95,0.0,andhra_pradesh
35.0,97,0.0,andhra_pradesh
35.2,94,0.0,andhra_pradesh
35.7,97,0.0,andhra_pradesh
36.3,98,0.0,andhra_pradesh
38.1,97,0.0,andhra_pradesh
36.9,97,0.0,andhra_pradesh
36.9,98,0.0,andhra_pradesh
38.1,94,0.0,andhra_pradesh
39.3,71,0.0,andhra_pradesh
38.8,82,0.0,andhra_pradesh
38.9,95,0.0,andhra_pradesh
36.5,98,0.0,andhra_pradesh
35.5,96,0.0,andhra_pradesh
35.8,92,0.0,andhra_pradesh
36.4,92,0.0,andhra_pradesh
36.1,91,0.0,andhra_pradesh
35.6,92,0.1,andhra_pradesh
34.8,90,0.0,andhra_pradesh
36.1,91,0.0,andhra_pradesh
38.0,89,0.0,andhra_pradesh
38.3,88,0.7,andhra_pradesh
40.3,88,0.0,andhra_pradesh
39.1,89,0.0,andhra_pradesh
38.2,89,0.0,andhra_pradesh
37.9,87,0.0,andhra_pradesh
35.8,87,0.0,andhra_pradesh
36.7,87,0.0,andhra_pradesh
37.5,85,0.0,andhra_pradesh
37.6,84,0.0,andhra_pradesh
31.7,80,1.6,andhra_pradesh
34.5,92,9.1,andhra_pradesh
31.9,92,5.3,andhra_pradesh
31.7,92,5.5,andhra_pradesh
32.3,94,3.8,andhra_pradesh
34.6,97,0.0,andhra_pradesh
36.1,93,0.0,andhra_pradesh
37.6,92,0.0,andhra_pradesh
37.6,93,0.0,andhra_pradesh
38.5,90,0.0,andhra_pradesh
40.6,84,0.2,andhra_pradesh
40.4,83,1.9,andhra_pradesh
37.6,81,3.5,andhra_pradesh
37.7,89,0.0,andhra_pradesh
36.1,90,0.4,andhra_pradesh
37.7,91,0.0,andhra_pradesh
39.4,87,0.2,andhra_pradesh
40.4,81,0.4,andhra_pradesh
41.2,79,0.0,andhra_pradesh
41.4,82,0.2,andhra_pradesh
41.1,83,1.9,andhra_pradesh
39.3,87,2.2,andhra_pradesh
37.3,93,0.6,andhra_pradesh
38.0,93,0.0,andhra_pradesh
38.2,90,0.0,andhra_pradesh
39.1,89,0.8,andhra_pradesh
40.5,86,0.0,andhra_pradesh
39.9,90,0.0,andhra_pradesh
38.8,91,0.0,andhra_pradesh
39.1,91,0.1,andhra_pradesh
38.9,93,0.0,andhra_pradesh
37.6,84,0.0,andhra_pradesh
37.1,85,0.6,andhra_pradesh
35.1,89,3.5,andhra_pradesh
35.2,89,3.8,andhra_pradesh
35.1,90,0.0,andhra_pradesh
37.9,90,0.0,andhra_pradesh
41.4,77,0.0,andhra_pradesh
44.4,58,0.0,andhra_pradesh
45.7,55,0.0,andhra_pradesh
44.4,53,0.0,andhra_pradesh
43.7,54,1.3,andhra_pradesh
43.7,46,0.0,andhra_pradesh
43.2,49,0.0,andhra_pradesh
44.1,46,1.4,andhra_pradesh
44.7,50,0.0,andhra_pradesh
42.5,60,0.0,andhra_pradesh
42.1,72,0.0,andhra_pradesh
42.2,67,0.0,andhra_pradesh
41.8,77,0.9,andhra_pradesh
37.8,91,10.9,andhra_pradesh
35.7,93,8.3,andhra_pradesh
36.7,82,0.9,andhra_pradesh
37.1,84,0.4,andhra_pradesh
37.3,75,2.7,andhra_pradesh
34.8,86,1.2,andhra_pradesh
33.2,85,5.0,andhra_pradesh
34.7,76,0.2,andhra_pradesh
35.3,75,0.0,andhra_pradesh
37.7,64,0.0,andhra_pradesh
39.8,74,2.1,andhra_pradesh
35.6,85,11.7,andhra_pradesh
35.1,81,2.3,andhra_pradesh
33.8,73,0.3,andhra_pradesh
31.8,74,0.7,andhra_pradesh
33.9,74,3.9,andhra_pradesh
32.0,90,35.1,andhra_pradesh
25.7,88,93.6,andhra_pradesh
26.8,88,46.6,andhra_pradesh
25.8,87,29.8,andhra_pradesh
29.3,86,4.6,andhra_pradesh
32.8,69,0.2,andhra_pradesh
32.7,71,0.0,andhra_pradesh
33.0,68,0.0,andhra_pradesh
32.8,70,0.0,andhra_pradesh
33.2,70,0.1,andhra_pradesh
33.9,71,0.0,andhra_pradesh
34.1,72,0.0,andhra_pradesh
34.3,70,0.1,andhra_pradesh
34.6,72,0.1,andhra_pradesh
35.0,68,0.0,andhra_pradesh
34.7,81,6.4,andhra_pradesh
34.7,66,0.0,andhra_pradesh
36.1,60,0.0,andhra_pradesh
36.4,58,0.0,andhra_pradesh
36.5,59,0.0,andhra_pradesh
36.2,60,0.0,andhra_pradesh
35.5,59,0.0,andhra_pradesh
36.2,60,0.0,andhra_pradesh
34.7,69,1.2,andhra_pradesh
35.5,61,0.0,andhra_pradesh
36.9,63,0.0,andhra_pradesh
37.3,90,11.4,andhra_pradesh
35.6,93,11.5,andhra_pradesh
32.2,93,4.9,andhra_pradesh
33.8,72,0.0,andhra_pradesh
34.4,68,0.2,andhra_pradesh
34.5,68,0.0,andhra_pradesh
34.6,74,2.2,andhra_pradesh
35.1,74,1.1,andhra_pradesh
34.7,73,1.0,andhra_pradesh
34.1,80,0.7,andhra_pradesh
34.7,83,0.8,andhra_pradesh
35.2,71,2.1,andhra_pradesh
34.5,66,0.0,andhra_pradesh
34.3,84,1.9,andhra_pradesh
34.6,75,0.0,andhra_pradesh
35.9,62,0.0,andhra_pradesh
37.0,57,0.0,andhra_pradesh
35.0,57,0.0,andhra_pradesh
34.7,88,6.9,andhra_pradesh
35.3,87,1.2,andhra_pradesh
34.6,82,1.8,andhra_pradesh
34.6,86,2.7,andhra_pradesh
35.1,64,0.0,andhra_pradesh
34.6,86,2.9,andhra_pradesh
34.4,94,2.5,andhra_pradesh
33.9,84,3.5,andhra_pradesh
34.0,86,8.1,andhra_pradesh
29.5,86,7.3,andhra_pradesh
31.9,88,11.7,andhra_pradesh
32.6,90,17.0,andhra_pradesh
28.0,92,9.7,andhra_pradesh
31.8,92,2.1,andhra_pradesh
33.2,81,0.0,andhra_pradesh
34.0,80,0.0,andhra_pradesh
32.5,91,4.5,andhra_pradesh
32.9,92,1.6,andhra_pradesh
33.3,93,0.5,andhra_pradesh
34.5,94,0.0,andhra_pradesh
33.7,95,14.6,andhra_pradesh
33.2,93,9.1,andhra_pradesh
29.5,86,1.3,andhra_pradesh
32.7,81,0.6,andhra_pradesh
32.9,70,0.0,andhra_pradesh
32.9,71,2.0,andhra_pradesh
33.2,85,4.1,andhra_pradesh
31.9,94,13.5,andhra_pradesh
31.7,90,1.7,andhra_pradesh
32.3,77,5.9,andhra_pradesh
32.9,81,0.8,andhra_pradesh
33.7,85,0.2,andhra_pradesh
33.6,82,0.0,andhra_pradesh
34.5,84,0.0,andhra_pradesh
34.4,87,0.1,andhra_pradesh
34.5,92,1.5,andhra_pradesh
34.5,93,0.7,andhra_pradesh
33.3,96,12.8,andhra_pradesh
31.0,90,0.6,andhra_pradesh
33.5,96,0.6,andhra_pradesh
31.5,93,0.5,andhra_pradesh
32.1,90,7.1,andhra_pradesh
32.3,91,8.4,andhra_pradesh
31.4,90,1.6,andhra_pradesh
32.0,78,1.4,andhra_pradesh
29.8,90,11.3,andhra_pradesh
31.1,90,2.1,andhra_pradesh
30.5,87,1.6,andhra_pradesh
32.4,88,2.5,andhra_pradesh
33.4,91,2.1,andhra_pradesh
31.4,93,0.6,andhra_pradesh
32.5,80,0.0,andhra_pradesh
33.9,89,0.0,andhra_pradesh
34.4,92,0.0,andhra_pradesh
35.3,93,0.0,andhra_pradesh
36.0,85,0.0,andhra_pradesh
36.9,91,9.5,andhra_pradesh
35.0,93,13.9,andhra_pradesh
33.3,92,0.0,andhra_pradesh
33.6,95,1.5,andhra_pradesh
32.4,97,1.3,andhra_pradesh
30.4,97,9.3,andhra_pradesh
29.2,96,5.9,andhra_pradesh
31.4,98,10.4,andhra_pradesh
32.6,96,2.3,andhra_pradesh
32.3,97,18.7,andhra_pradesh
32.0,99,6.2,andhra_pradesh
32.6,99,0.8,andhra_pradesh
33.5,91,0.0,andhra_pradesh
33.6,93,0.0,andhra_pradesh
33.7,81,0.0,andhra_pradesh
34.9,76,0.0,andhra_pradesh
34.2,85,0.2,andhra_pradesh
35.0,90,0.0,andhra_pradesh
34.6,92,0.0,andhra_pradesh
34.5,90,0.0,andhra_pradesh
34.9,93,0.2,andhra_pradesh
33.7,91,0.4,andhra_pradesh
33.6,93,0.2,andhra_pradesh
34.5,94,0.3,andhra_pradesh
33.8,96,0.0,andhra_pradesh
35.0,95,0.0,andhra_pradesh
34.6,96,0.0,andhra_pradesh
35.2,94,0.0,andhra_pradesh
35.7,93,0.0,andhra_pradesh
34.7,90,0.0,andhra_pradesh
33.8,94,0.5,andhra_pradesh
33.7,94,0.0,andhra_pradesh
34.1,96,0.0,andhra_pradesh
32.6,92,3.0,andhra_pradesh
33.6,94,0.6,andhra_pradesh
33.9,94,1.6,andhra_pradesh
33.2,93,0.0,andhra_pradesh
33.0,83,0.1,andhra_pradesh
27.1,90,3.5,andhra_pradesh
33.1,92,3.7,andhra_pradesh
32.2,97,0.1,andhra_pradesh
32.4,98,0.3,andhra_pradesh
34.0,98,0.0,andhra_pradesh
34.4,98,0.0,andhra_pradesh
34.3,87,0.0,andhra_pradesh
27.1,82,3.8,andhra_pradesh
23.5,94,11.5,andhra_pradesh
29.8,96,0.0,andhra_pradesh
32.0,96,0.0,andhra_pradesh
33.1,98,0.0,andhra_pradesh
32.2,97,0.0,andhra_pradesh
31.5,87,0.0,andhra_pradesh
23.9,93,27.4,andhra_pradesh
23.6,93,42.3,andhra_pradesh
27.3,91,14.3,andhra_pradesh
25.5,97,13.6,andhra_pradesh
25.7,98,25.2,andhra_pradesh
28.4,96,6.1,andhra_pradesh
29.0,98,0.0,andhra_pradesh
28.9,100,0.0,andhra_pradesh
28.6,100,0.0,andhra_pradesh
28.8,100,0.3,andhra_pradesh
28.8,100,0.0,andhra_pradesh
29.3,98,0.0,andhra_pradesh
29.0,98,0.0,andhra_pradesh
28.5,97,15.4,andhra_pradesh
25.5,98,10.7,andhra_pradesh
26.4,97,1.2,andhra_pradesh
25.0,94,3.5,andhra_pradesh
28.3,99,0.0,andhra_pradesh
29.3,100,0.0,andhra_pradesh
28.8,100,0.0,andhra_pradesh
27.8,100,0.0,andhra_pradesh
28.6,100,0.0,andhra_pradesh
28.7,100,0.0,andhra_pradesh
27.7,100,0.0,andhra_pradesh
28.4,100,0.0,andhra_pradesh
29.6,99,0.0,andhra_pradesh
30.3,99,0.0,andhra_pradesh
29.5,100,0.0,andhra_pradesh
29.2,100,0.0,andhra_pradesh
28.7,100,0.0,andhra_pradesh
28.8,100,0.0,andhra_pradesh
28.9,98,0.0,andhra_pradesh
29.8,100,0.0,andhra_pradesh
30.0,100,0.0,andhra_pradesh
29.7,99,0.0,andhra_pradesh
29.8,98,0.0,andhra_pradesh
30.2,99,0.0,andhra_pradesh
30.4,98,0.0,andhra_pradesh
31.3,98,0.0,andhra_pradesh
31.0,94,0.0,andhra_pradesh
29.0,96,0.0,andhra_pradesh
29.3,98,0.0,andhra_pradesh
29.7,99,0.0,andhra_pradesh
31.3,97,0.0,andhra_pradesh
31.2,98,0.0,andhra_pradesh
30.4,100,0.0,andhra_pradesh
30.8,99,0.0,andhra_pradesh
31.1,98,0.0,andhra_pradesh
31.5,98,0.0,andhra_pradesh
30.5,98,0.0,andhra_pradesh
29.8,97,0.0,andhra_pradesh
30.5,99,0.0,andhra_pradesh
30.2,99,0.0,andhra_pradesh
30.4,95,0.0,andhra_pradesh
31.1,93,0.0,andhra_pradesh
31.2,87,0.0,andhra_pradesh
30.9,89,0.0,andhra_pradesh
31.3,89,0.0,andhra_pradesh
30.6,92,0.0,andhra_pradesh
30.4,95,0.0,andhra_pradesh
29.9,95,0.0,andhra_pradesh
30.1,92,0.0,andhra_pradesh
30.2,96,0.0,andhra_pradesh
30.0,91,0.0,andhra_pradesh
29.9,93,2.3,andhra_pradesh
24.7,99,17.3,andhra_pradesh
27.5,99,0.8,andhra_pradesh
27.1,95,0.7,andhra_pradesh
28.7,95,0.0,andhra_pradesh
28.0,96,0.3,andhra_pradesh
27.8,97,1.0,andhra_pradesh
28.8,98,0.0,andhra_pradesh
30.5,97,0.0,andhra_pradesh
31.6,97,0.0,andhra_pradesh
32.1,97,0.0,andhra_pradesh
31.9,97,0.0,andhra_pradesh
33.7,97,0.0,andhra_pradesh
33.7,98,0.0,andhra_pradesh
33.6,97,0.0,andhra_pradesh
33.1,97,0.0,andhra_pradesh
33.4,98,0.0,andhra_pradesh
31.0,99,0.0,andhra_pradesh
31.6,98,0.0,andhra_pradesh
31.6,98,0.0,andhra_pradesh
32.5,97,0.0,andhra_pradesh
32.8,94,0.0,andhra_pradesh
33.1,96,0.0,andhra_pradesh
33.8,96,0.0,andhra_pradesh
32.8,94,0.0,andhra_pradesh
32.8,95,0.0,andhra_pradesh
32.8,99,0.0,andhra_pradesh
32.2,97,0.0,andhra_pradesh
32.5,99,0.0,andhra_pradesh
31.8,99,0.0,andhra_pradesh
33.0,98,0.0,andhra_pradesh
33.6,97,0.0,andhra_pradesh
34.9,97,0.0,andhra_pradesh
36.1,98,0.0,andhra_pradesh
36.0,98,0.0,andhra_pradesh
34.9,97,0.0,andhra_pradesh
34.0,86,0.0,andhra_pradesh
33.8,86,0.0,andhra_pradesh
33.2,90,0.0,andhra_pradesh
33.8,90,0.0,andhra_pradesh
33.6,94,0.0,andhra_pradesh
33.6,92,0.0,andhra_pradesh
33.5,89,0.0,andhra_pradesh
33.7,90,0.0,andhra_pradesh
34.2,91,0.0,andhra_pradesh
34.8,96,0.0,andhra_pradesh
34.8,96,0.0,andhra_pradesh
34.9,97,0.0,andhra_pradesh
34.5,97,0.0,andhra_pradesh
34.7,98,0.0,andhra_pradesh
35.1,98,0.0,andhra_pradesh
35.3,99,0.0,andhra_pradesh
35.9,99,0.0,andhra_pradesh
36.4,99,0.0,andhra_pradesh
35.7,96,0.0,andhra_pradesh
35.2,88,1.0,andhra_pradesh
34.8,85,0.3,andhra_pradesh
35.1,86,0.0,andhra_pradesh
36.1,88,0.0,andhra_pradesh
36.3,88,0.0,andhra_pradesh
38.1,92,0.0,andhra_pradesh
39.1,92,0.0,andhra_pradesh
40.4,93,0.0,andhra_pradesh
40.2,89,0.0,andhra_pradesh
39.5,94,0.0,andhra_pradesh
37.3,94,0.0,andhra_pradesh
36.2,95,0.0,andhra_pradesh
37.3,95,0.0,andhra_pradesh
36.7,95,0.0,andhra_pradesh
35.2,94,0.0,andhra_pradesh
36.6,94,0.0,andhra_pradesh
37.1,90,0.0,andhra_pradesh
36.9,89,0.0,andhra_pradesh
37.4,92,0.0,andhra_pradesh
38.2,93,0.0,andhra_pradesh
38.0,96,0.0,andhra_pradesh
38.8,97,0.0,andhra_pradesh
38.9,99,0.0,andhra_pradesh
38.0,98,0.0,andhra_pradesh
38.4,93,0.0,andhra_pradesh
38.1,91,0.0,andhra_pradesh
37.4,95,0.0,andhra_pradesh
38.2,96,0.0,andhra_pradesh
39.3,95,0.0,andhra_pradesh
39.3,96,0.0,andhra_pradesh
41.0,89,0.0,andhra_pradesh
40.0,87,0.2,andhra_pradesh
39.8,87,0.0,andhra_pradesh
40.0,90,0.0,andhra_pradesh
39.4,90,0.0,andhra_pradesh
38.0,90,0.0,andhra_pradesh
38.2,88,0.0,andhra_pradesh
39.2,90,0.0,andhra_pradesh
41.3,89,0.0,andhra_pradesh
42.6,80,0.0,andhra_pradesh
43.5,80,0.0,andhra_pradesh
43.2,82,0.0,andhra_pradesh
41.3,80,0.4,andhra_pradesh
40.1,84,0.0,andhra_pradesh
38.7,94,0.0,andhra_pradesh
40.2,93,0.0,andhra_pradesh
40.8,87,0.0,andhra_pradesh
40.9,88,0.0,andhra_pradesh
41.4,81,0.0,andhra_pradesh
42.0,74,1.4,andhra_pradesh
39.6,84,1.4,andhra_pradesh
40.0,88,2.1,andhra_pradesh
37.6,88,0.2,andhra_pradesh
33.7,87,9.3,andhra_pradesh
36.5,86,0.0,andhra_pradesh
37.8,83,0.4,andhra_pradesh
37.2,88,1.0,andhra_pradesh
37.0,90,0.0,andhra_pradesh
38.0,90,0.2,andhra_pradesh
38.7,83,0.0,andhra_pradesh
40.2,82,0.2,andhra_pradesh
40.0,85,0.2,andhra_pradesh
37.5,85,0.0,andhra_pradesh
36.8,92,0.0,andhra_pradesh
35.8,94,1.2,andhra_pradesh
30.1,90,21.1,andhra_pradesh
31.0,88,7.9,andhra_pradesh
35.6,74,0.0,andhra_pradesh
38.5,60,0.0,andhra_pradesh
41.3,58,0.0,andhra_pradesh
41.7,61,0.0,andhra_pradesh
42.0,50,0.0,andhra_pradesh
41.8,50,0.0,andhra_pradesh
42.2,48,0.0,andhra_pradesh
41.9,47,0.4,andhra_pradesh
41.6,84,1.5,andhra_pradesh
40.0,76,1.8,andhra_pradesh
40.9,57,0.6,andhra_pradesh
40.6,53,0.0,andhra_pradesh
41.4,53,1.5,andhra_pradesh
39.2,63,0.2,andhra_pradesh
37.8,83,14.3,andhra_pradesh
33.8,93,13.4,andhra_pradesh
34.0,95,12.2,andhra_pradesh
33.5,89,3.2,andhra_pradesh
31.1,90,6.5,andhra_pradesh
30.7,92,10.7,andhra_pradesh
34.5,82,2.9,andhra_pradesh
34.4,74,0.0,andhra_pradesh
34.8,73,0.7,andhra_pradesh
34.8,69,0.4,andhra_pradesh
34.3,74,2.8,andhra_pradesh
36.3,66,0.0,andhra_pradesh
36.8,63,0.0,andhra_pradesh
37.1,62,0.0,andhra_pradesh
35.9,61,0.0,andhra_pradesh
30.8,86,5.0,andhra_pradesh
31.2,87,0.2,andhra_pradesh
33.2,93,4.4,andhra_pradesh
35.3,95,21.1,andhra_pradesh
34.9,91,1.2,andhra_pradesh
35.9,89,5.7,andhra_pradesh
35.4,79,1.6,andhra_pradesh
33.8,76,2.1,andhra_pradesh
30.8,89,4.1,andhra_pradesh
28.3,90,13.3,andhra_pradesh
27.9,90,18.9,andhra_pradesh
27.9,89,14.9,andhra_pradesh
32.2,78,8.8,andhra_pradesh
30.4,87,8.0,andhra_pradesh
32.4,73,0.9,andhra_pradesh
32.0,69,0.0,andhra_pradesh
33.1,80,1.5,andhra_pradesh
31.2,71,0.0,andhra_pradesh
33.2,86,1.3,andhra_pradesh
33.2,79,0.3,andhra_pradesh
33.6,80,0.9,andhra_pradesh
33.2,65,0.4,andhra_pradesh
32.5,65,0.1,andhra_pradesh
32.2,74,2.2,andhra_pradesh
34.5,66,0.0,andhra_pradesh
33.9,67,0.0,andhra_pradesh
36.5,67,0.0,andhra_pradesh
36.5,63,0.0,andhra_pradesh
36.0,77,2.6,andhra_pradesh
35.7,85,3.6,andhra_pradesh
36.2,76,3.8,andhra_pradesh
32.4,76,0.0,andhra_pradesh
33.4,76,0.2,andhra_pradesh
33.8,79,1.7,andhra_pradesh
31.8,84,4.1,andhra_pradesh
32.9,92,6.0,andhra_pradesh
32.7,94,11.5,andhra_pradesh
33.7,83,0.5,andhra_pradesh
33.7,89,2.7,andhra_pradesh
32.9,97,30.6,andhra_pradesh
32.5,97,20.1,andhra_pradesh
32.8,94,8.7,andhra_pradesh
33.3,75,3.9,andhra_pradesh
31.1,88,7.8,andhra_pradesh
27.0,88,24.9,andhra_pradesh
31.3,87,1.7,andhra_pradesh
30.3,86,4.8,andhra_pradesh
30.3,80,1.3,andhra_pradesh
32.8,71,0.1,andhra_pradesh
31.5,68,0.0,andhra_pradesh
32.4,70,0.0,andhra_pradesh
33.8,69,0.0,andhra_pradesh
34.2,70,0.0,andhra_pradesh
34.7,69,0.0,andhra_pradesh
34.6,68,0.0,andhra_pradesh
35.1,66,0.0,andhra_pradesh
36.0,67,0.0,andhra_pradesh
35.4,64,0.0,andhra_pradesh
33.9,63,0.0,andhra_pradesh
33.7,65,0.0,andhra_pradesh
34.2,66,0.0,andhra_pradesh
36.0,66,0.0,andhra_pradesh
36.3,64,0.0,andhra_pradesh
37.8,69,0.0,andhra_pradesh
37.9,67,0.0,andhra_pradesh
37.3,64,0.3,andhra_pradesh
37.7,63,0.0,andhra_pradesh
37.4,86,9.5,andhra_pradesh
33.0,84,5.1,andhra_pradesh
34.6,94,9.0,andhra_pradesh
33.3,97,18.4,andhra_pradesh
31.0,90,1.6,andhra_pradesh
32.9,97,28.2,andhra_pradesh
29.6,95,19.8,andhra_pradesh
31.6,96,22.9,andhra_pradesh
32.3,86,1.2,andhra_pradesh
32.8,85,0.0,andhra_pradesh
32.5,93,2.6,andhra_pradesh
31.8,93,0.0,andhra_pradesh
32.3,66,0.0,andhra_pradesh
32.5,65,0.0,andhra_pradesh
32.2,67,0.0,andhra_pradesh
32.9,70,0.0,andhra_pradesh
33.9,80,0.0,andhra_pradesh
30.8,90,25.0,andhra_pradesh
29.1,90,7.9,andhra_pradesh
28.7,89,22.5,andhra_pradesh
26.8,89,11.4,andhra_pradesh
28.1,94,3.1,andhra_pradesh
28.8,94,4.0,andhra_pradesh
30.4,85,0.0,andhra_pradesh
31.2,89,0.7,andhra_pradesh
31.6,82,0.0,andhra_pradesh
32.0,75,0.3,andhra_pradesh
31.2,92,12.1,andhra_pradesh
25.6,92,43.7,andhra_pradesh
25.7,92,54.9,andhra_pradesh
26.3,91,9.5,andhra_pradesh
29.6,84,0.8,andhra_pradesh
30.8,89,6.6,andhra_pradesh
30.2,89,7.4,andhra_pradesh
30.9,95,17.9,andhra_pradesh
31.6,91,3.3,andhra_pradesh
32.4,90,1.5,andhra_pradesh
31.5,89,2.1,andhra_pradesh
30.8,90,2.0,andhra_pradesh
31.6,98,0.2,andhra_pradesh
31.8,99,0.6,andhra_pradesh
31.8,99,0.2,andhra_pradesh
32.0,80,0.2,andhra_pradesh
32.0,78,0.0,andhra_pradesh
32.7,83,0.0,andhra_pradesh
31.3,85,1.9,andhra_pradesh
32.5,77,2.4,andhra_pradesh
31.9,78,0.0,andhra_pradesh
33.4,82,0.0,andhra_pradesh
33.4,85,0.0,andhra_pradesh
32.9,89,0.0,andhra_pradesh
32.7,91,0.0,andhra_pradesh
32.6,85,0.0,andhra_pradesh
32.5,89,0.0,andhra_pradesh
32.8,83,0.0,andhra_pradesh
33.0,83,0.0,andhra_pradesh
33.4,74,0.0,andhra_pradesh
33.2,64,0.0,andhra_pradesh
33.1,73,0.0,andhra_pradesh
33.3,75,0.0,andhra_pradesh
33.6,77,0.0,andhra_pradesh
33.9,74,0.0,andhra_pradesh
33.8,71,0.0,andhra_pradesh
33.6,65,0.0,andhra_pradesh
33.3,58,0.0,andhra_pradesh
33.2,88,0.6,andhra_pradesh
31.8,94,1.6,andhra_pradesh
32.5,95,3.7,andhra_pradesh
31.6,98,5.2,andhra_pradesh
31.9,98,0.3,andhra_pradesh
32.3,91,0.0,andhra_pradesh
33.0,92,0.0,andhra_pradesh
33.9,67,0.0,andhra_pradesh
33.6,83,0.0,andhra_pradesh
32.1,85,0.0,andhra_pradesh
33.1,80,0.0,andhra_pradesh
32.6,73,0.0,andhra_pradesh
32.4,75,0.0,andhra_pradesh
32.7,77,0.0,andhra_pradesh
32.7,91,0.0,andhra_pradesh
32.0,93,0.0,andhra_pradesh
31.6,91,3.7,andhra_pradesh
31.2,97,0.5,andhra_pradesh
31.9,98,3.8,andhra_pradesh
31.9,98,2.4,andhra_pradesh
31.0,96,0.7,andhra_pradesh
30.7,98,0.0,andhra_pradesh
30.9,99,0.0,andhra_pradesh
31.2,98,0.0,andhra_pradesh
31.4,99,0.0,andhra_pradesh
32.2,96,0.0,andhra_pradesh
32.0,95,0.0,andhra_pradesh
31.4,96,0.0,andhra_pradesh
32.6,96,0.0,andhra_pradesh
33.1,95,0.0,andhra_pradesh
34.3,88,0.0,andhra_pradesh
34.3,93,0.0,andhra_pradesh
33.4,97,0.0,andhra_pradesh
31.8,97,0.0,andhra_pradesh
32.2,93,0.9,andhra_pradesh
29.8,98,2.7,andhra_pradesh
30.1,98,1.3,andhra_pradesh
30.4,98,0.4,andhra_pradesh
31.0,99,0.0,andhra_pradesh
29.4,96,0.0,andhra_pradesh
31.1,95,0.0,andhra_pradesh
31.7,96,0.0,andhra_pradesh
31.6,79,0.0,andhra_pradesh
31.2,57,0.0,andhra_pradesh
31.8,51,0.0,andhra_pradesh
28.1,96,10.2,andhra_pradesh
27.8,97,3.0,andhra_pradesh
28.3,98,3.9,andhra_pradesh
28.9,97,0.5,andhra_pradesh
27.8,98,0.5,andhra_pradesh
30.0,99,0.0,andhra_pradesh
29.9,99,0.0,andhra_pradesh
29.4,98,0.0,andhra_pradesh
29.8,96,0.0,andhra_pradesh
31.0,94,0.0,andhra_pradesh
32.0,75,0.0,andhra_pradesh
31.6,84,0.0,andhra_pradesh
31.5,96,0.0,andhra_pradesh
30.5,97,0.0,andhra_pradesh
32.3,96,0.0,andhra_pradesh
31.8,98,0.0,andhra_pradesh
30.3,98,0.0,andhra_pradesh
30.3,97,0.0,andhra_pradesh
30.1,98,0.0,andhra_pradesh
30.0,99,0.0,andhra_pradesh
31.3,99,0.0,andhra_pradesh
32.2,96,0.0,andhra_pradesh
33.2,98,0.0,andhra_pradesh
32.4,97,0.0,andhra_pradesh
